Item,avg_rainfall,pesticides_tonnes,avg_temp,Radiation,Season,hg/ha_yield
Wheat,635.06,4.54,29.3,5.47,post-monsoon,27293.1
Maize,520.95,9.73,25.14,7.35,winter,34636.9
Maize,418.22,20.81,17.48,5.61,summer,27522.4
Maize,1053.61,7.69,18.06,9.64,monsoon,36846.4
Potatoes,819.35,3.91,18.05,10.5,monsoon,166806.3
Soybeans,510.18,28.0,20.07,9.8,summer,17845.0
Maize,452.54,29.67,33.59,10.9,summer,21344.9
Soybeans,167.52,9.28,16.16,5.1,winter,11440.6
Soybeans,94.38,38.34,29.73,9.33,winter,12022.8
Soybeans,580.23,4.96,20.08,7.51,post-monsoon,18038.7
Soybeans,258.14,19.82,28.59,9.19,winter,14735.1
Soybeans,391.18,14.93,26.41,7.52,summer,16857.4
Potatoes,706.0,9.49,19.36,8.99,summer,140810.9
Maize,174.05,36.98,24.02,8.66,winter,27523.4
Soybeans,363.15,25.59,26.46,7.52,summer,17475.5
Wheat,284.28,17.2,22.97,5.41,summer,23188.9
Potatoes,451.83,26.93,16.96,5.68,post-monsoon,171525.3
Wheat,242.61,22.4,22.9,11.66,winter,20540.7
Wheat,166.28,26.46,28.58,6.41,winter,17574.6
Rice,380.79,3.89,20.2,5.53,winter,30442.0
Maize,1362.76,2.15,26.45,12.83,monsoon,31137.3
Rice,813.47,17.34,22.87,10.43,monsoon,40049.3
Maize,69.82,4.52,31.39,7.14,summer,22783.1
Soybeans,292.77,1.86,35.92,9.51,winter,12465.1
Wheat,799.39,14.76,19.56,1.87,monsoon,28330.8
Potatoes,439.24,1.6,24.33,7.05,summer,144505.6
Rice,662.22,3.13,26.45,8.28,post-monsoon,41629.1
Rice,603.97,6.02,31.79,5.41,post-monsoon,33881.9
Maize,537.4,6.52,20.64,1.24,summer,27163.9
Rice,1911.14,2.74,22.56,8.58,monsoon,35895.3
Wheat,1547.12,12.83,24.13,8.14,monsoon,19949.4
Rice,1242.8,24.13,30.26,2.6,monsoon,42986.3
Maize,830.1,11.53,26.01,11.81,monsoon,36406.1
Maize,299.82,12.67,19.8,4.5,summer,27343.4
Maize,1457.14,3.17,21.85,7.93,monsoon,31638.6
Maize,450.4,19.79,23.86,7.71,summer,30000.4
Soybeans,297.88,3.29,17.72,5.6,winter,15347.5
Potatoes,129.57,38.97,21.23,8.06,winter,128276.5
Soybeans,273.39,8.16,22.45,8.79,winter,15729.8
Soybeans,662.08,21.28,34.41,5.6,post-monsoon,17161.2
Maize,272.35,15.75,26.3,5.44,summer,27396.7
Soybeans,716.13,19.69,18.71,5.97,monsoon,20287.6
Rice,464.49,22.62,33.25,7.47,summer,27898.2
Wheat,588.06,9.89,28.0,7.73,post-monsoon,33057.9
Maize,928.49,30.47,26.17,11.38,monsoon,40974.8
Wheat,645.27,2.06,16.62,7.04,post-monsoon,28036.3
Wheat,421.72,1.4,23.53,8.76,summer,28245.2
Maize,628.85,10.7,35.96,5.99,summer,28995.6
Wheat,312.77,6.62,12.89,5.6,winter,19055.2
Soybeans,388.05,29.18,28.2,5.06,summer,16836.1
Soybeans,584.7,10.11,24.52,2.78,summer,17640.4
Wheat,1938.67,2.78,20.11,12.78,monsoon,15057.7
Wheat,511.85,8.3,18.44,8.65,post-monsoon,25825.5
Maize,761.08,7.68,27.69,8.79,post-monsoon,38460.5
Maize,266.35,1.02,29.23,5.78,summer,24938.1
Maize,432.06,5.67,28.62,8.7,post-monsoon,32380.2
Maize,838.84,6.63,26.03,5.49,post-monsoon,36225.9
Potatoes,364.64,22.26,18.55,6.55,summer,157591.9
Maize,399.6,16.84,31.05,8.1,winter,28463.5
Wheat,259.22,71.38,20.16,1.0,summer,22258.2
Rice,464.79,15.33,32.56,7.98,post-monsoon,35439.0
Wheat,204.26,2.99,21.59,7.25,winter,23704.1
Rice,204.79,5.5,18.84,5.59,winter,28375.1
Rice,319.03,3.87,37.68,4.45,summer,21117.7
Wheat,173.09,1.65,15.99,5.08,winter,19320.3
Soybeans,843.38,1.32,22.22,3.04,monsoon,19478.8
Wheat,1014.62,12.96,23.47,7.43,monsoon,27228.3
Wheat,330.56,6.69,23.44,4.42,winter,24147.8
Wheat,566.64,4.3,27.26,5.01,post-monsoon,26275.4
Rice,887.02,11.49,28.57,4.77,post-monsoon,41113.5
Potatoes,887.99,10.77,19.37,7.88,monsoon,157183.7
Rice,308.0,17.17,24.65,5.89,summer,28553.2
Maize,1333.07,5.89,27.65,3.33,monsoon,36418.3
Rice,771.96,6.87,30.95,10.54,post-monsoon,35221.8
Potatoes,878.82,23.21,18.91,7.93,monsoon,150924.6
Wheat,189.49,39.89,20.95,4.23,winter,20630.8
Wheat,214.54,4.61,29.89,6.21,winter,18085.6
Soybeans,43.61,5.25,17.09,7.81,winter,11090.1
Rice,291.38,25.96,25.42,12.14,winter,30622.1
Rice,354.39,16.52,22.41,1.0,summer,24572.0
Soybeans,230.81,27.46,23.5,5.31,winter,16455.2
Potatoes,1167.62,10.41,20.55,10.78,monsoon,93565.9
Rice,694.39,18.66,23.0,4.79,post-monsoon,37639.5
Wheat,141.02,6.14,20.67,3.54,post-monsoon,21329.5
Potatoes,451.05,4.39,13.75,5.21,post-monsoon,165054.5
Wheat,1403.07,14.95,29.35,4.49,monsoon,18470.7
Potatoes,168.58,13.32,8.0,6.31,winter,126551.8
Soybeans,165.85,4.94,26.17,5.29,winter,12123.2
Maize,119.92,21.76,24.24,5.26,summer,22370.6
Soybeans,1266.96,2.15,29.21,4.99,monsoon,14955.0
Rice,510.25,2.88,23.69,7.31,post-monsoon,33898.1
Potatoes,490.54,5.86,14.94,8.51,summer,155536.1
Maize,249.49,2.83,22.16,6.88,winter,23651.4
Wheat,1008.3,8.16,20.34,7.82,monsoon,29740.1
Rice,572.15,12.43,42.92,6.44,post-monsoon,26915.8
Potatoes,916.22,10.19,15.02,1.06,monsoon,145536.7
Soybeans,681.07,2.75,27.11,7.13,post-monsoon,17404.6
Potatoes,233.91,17.64,19.85,8.92,post-monsoon,132622.2
Maize,1029.44,8.88,24.21,6.79,post-monsoon,39615.7
Rice,608.38,49.54,21.29,5.08,post-monsoon,29134.7
Potatoes,406.17,36.17,18.47,7.75,post-monsoon,142818.3
Potatoes,535.37,2.8,11.14,1.37,summer,138272.8
Soybeans,587.34,5.73,33.33,10.13,monsoon,15959.9
Potatoes,1415.05,11.73,16.53,4.95,monsoon,110203.2
Wheat,791.53,8.26,24.28,5.99,monsoon,33990.2
Wheat,370.35,11.61,18.16,9.99,summer,24059.2
Maize,1245.29,14.74,23.99,7.46,monsoon,34696.2
Soybeans,660.46,1.94,22.66,6.28,post-monsoon,18927.0
Potatoes,692.8,33.37,18.85,7.72,post-monsoon,190237.5
Rice,429.51,3.46,33.53,9.88,winter,27188.8
Rice,1292.08,13.37,28.37,7.06,monsoon,49480.6
Maize,789.37,9.77,24.65,6.63,post-monsoon,37873.3
Potatoes,630.25,19.88,18.09,11.46,post-monsoon,159262.1
Potatoes,420.58,7.0,23.69,4.72,summer,145375.5
Potatoes,399.4,35.3,30.58,8.89,winter,116114.9
Maize,733.31,1.98,26.41,4.62,post-monsoon,35966.6
Rice,274.09,4.22,24.57,7.17,winter,31780.0
Rice,463.05,3.14,30.42,9.43,summer,33993.3
Maize,212.5,3.08,29.14,5.4,summer,27165.8
Wheat,583.28,23.66,20.63,8.2,post-monsoon,31258.4
Maize,291.61,17.06,27.25,5.27,summer,29712.7
Wheat,1115.05,16.91,23.19,3.5,monsoon,28620.9
Wheat,406.75,4.0,20.93,5.72,summer,28893.7
Soybeans,480.53,15.47,27.61,5.39,post-monsoon,17029.6
Soybeans,209.4,12.2,32.84,6.63,winter,10235.2
Wheat,246.37,1.6,22.15,4.82,summer,24011.5
Rice,1170.55,39.13,18.05,5.12,monsoon,37736.1
Soybeans,429.1,11.07,22.01,4.41,summer,16479.3
Rice,485.7,44.48,22.51,1.0,summer,27698.1
Wheat,174.18,9.67,23.75,15.21,winter,19590.6
Soybeans,467.72,14.77,25.74,11.45,post-monsoon,19577.8
Maize,124.94,15.68,29.12,10.88,winter,21566.5
Rice,1273.98,5.07,30.94,5.14,monsoon,46993.9
Potatoes,201.21,20.11,17.11,4.57,winter,130466.8
Potatoes,662.46,18.88,19.96,6.33,post-monsoon,162968.1
Maize,656.32,3.63,19.35,3.86,post-monsoon,32186.4
Wheat,401.08,5.75,23.56,3.68,monsoon,26062.7
Maize,775.01,22.88,26.13,4.64,post-monsoon,34303.0
Potatoes,1555.17,3.07,18.24,4.3,monsoon,105635.4
Potatoes,1136.62,9.54,17.21,2.78,monsoon,107709.8
Soybeans,440.88,1.57,15.65,5.96,post-monsoon,16745.5
Soybeans,355.33,11.26,19.43,4.78,summer,17179.8
Potatoes,160.0,22.29,11.65,8.96,summer,122402.0
Soybeans,376.54,3.54,25.71,8.6,winter,16560.6
Maize,518.36,43.87,27.68,4.84,summer,30192.6
Wheat,1598.12,7.73,18.12,7.31,monsoon,17138.5
Rice,798.6,4.33,22.2,7.72,monsoon,39022.1
Potatoes,583.64,29.84,22.72,10.77,post-monsoon,148312.7
Wheat,1927.87,43.68,16.98,9.71,monsoon,13974.7
Rice,173.79,3.8,23.28,6.87,winter,29858.8
Rice,261.45,12.21,22.42,6.72,summer,29401.3
Potatoes,684.17,9.65,14.64,5.54,summer,173848.1
Soybeans,240.99,29.24,25.95,5.69,post-monsoon,16334.4
Rice,345.86,4.2,30.49,1.0,post-monsoon,25434.6
Wheat,192.53,11.21,18.86,1.46,winter,21013.5
Rice,267.99,17.46,24.89,9.51,monsoon,32055.8
Soybeans,185.49,7.27,35.39,11.55,winter,9551.9
Soybeans,181.09,9.66,21.65,6.41,winter,13715.8
Potatoes,714.17,9.11,26.01,5.03,post-monsoon,135401.3
Potatoes,789.23,3.52,14.94,12.36,post-monsoon,143214.1
Soybeans,255.77,12.5,24.5,5.48,winter,14956.1
Soybeans,745.89,6.99,24.24,8.91,post-monsoon,20375.6
Rice,642.38,26.66,31.52,10.73,post-monsoon,36296.4
Rice,377.09,8.46,30.35,11.59,summer,25173.5
Potatoes,254.34,20.85,16.91,5.62,winter,123644.2
Soybeans,619.54,19.28,27.38,3.99,post-monsoon,20570.5
Rice,1093.29,6.75,23.39,7.55,monsoon,44596.1
Rice,1531.46,2.33,30.68,9.53,monsoon,44564.5
Wheat,461.38,57.64,23.45,9.19,summer,29127.8
Wheat,258.25,11.13,24.17,8.3,winter,25484.8
Wheat,473.69,1.38,20.89,6.14,summer,27537.6
Soybeans,597.52,4.64,20.77,4.97,post-monsoon,19027.2
Soybeans,971.7,8.22,20.67,4.62,monsoon,21495.7
Wheat,299.76,9.17,24.82,4.79,summer,25297.8
Maize,196.66,6.5,23.67,10.78,winter,20378.3
Maize,326.04,11.84,30.34,8.08,winter,22956.6
Potatoes,1794.7,6.02,16.83,6.07,monsoon,109197.7
Wheat,238.3,10.23,9.4,7.22,winter,20672.0
Soybeans,256.36,1.77,29.3,6.19,winter,15073.6
Maize,794.91,27.16,20.04,7.19,post-monsoon,34876.6
Potatoes,406.15,4.69,22.0,10.75,winter,153408.4
Rice,335.58,9.14,27.46,9.86,summer,31825.7
Rice,813.58,23.34,27.63,5.25,post-monsoon,40391.3
Maize,286.83,2.35,24.21,5.2,winter,33255.6
Soybeans,991.24,3.57,26.89,6.0,post-monsoon,18056.4
Rice,645.3,6.29,29.1,9.06,post-monsoon,39390.4
Soybeans,629.11,36.08,20.85,7.87,summer,19090.2
Potatoes,198.62,2.95,13.85,8.87,summer,127659.8
Maize,309.39,43.53,22.02,4.87,post-monsoon,27235.8
Soybeans,316.79,9.14,10.18,4.31,summer,9350.0
Maize,379.1,7.49,17.77,6.16,winter,23512.7
Rice,279.02,4.42,27.06,7.07,summer,30951.2
Soybeans,1411.79,25.66,23.26,9.06,monsoon,15690.9
Potatoes,465.85,20.97,8.0,8.12,summer,121191.8
Rice,744.69,2.93,31.29,6.07,post-monsoon,34108.7
Wheat,182.5,12.65,20.35,6.96,winter,24777.6
Wheat,389.73,5.37,27.82,9.19,post-monsoon,24521.9
Potatoes,676.73,17.23,21.45,10.82,post-monsoon,153788.8
Potatoes,196.16,3.72,27.29,7.11,winter,106595.0
Soybeans,576.73,7.74,20.43,8.6,post-monsoon,21223.6
Rice,739.52,11.97,31.22,7.3,post-monsoon,38235.6
Potatoes,436.02,8.49,11.66,4.38,summer,143188.4
Rice,711.53,43.3,24.44,4.28,summer,36690.7
Rice,578.17,3.57,22.06,3.9,post-monsoon,37151.7
Potatoes,238.24,9.79,15.41,3.93,summer,127052.7
Soybeans,195.92,11.41,27.4,4.67,winter,13257.4
Wheat,544.43,18.85,23.42,11.35,post-monsoon,27850.1
Soybeans,494.42,1.82,20.86,4.24,summer,18938.9
Soybeans,354.76,3.49,28.21,6.96,summer,16662.3
Potatoes,179.11,16.4,24.01,8.45,winter,112851.1
Maize,1463.17,7.74,19.29,6.84,monsoon,31727.0
Maize,422.28,8.66,25.1,3.89,summer,29320.1
Potatoes,700.36,9.62,18.85,6.23,monsoon,180951.9
Maize,1128.05,17.15,21.49,4.32,monsoon,37583.6
Rice,253.01,21.63,21.35,6.53,winter,25329.1
Potatoes,155.43,29.09,18.79,7.35,winter,102893.8
Rice,1420.56,6.22,37.49,7.35,monsoon,40311.0
Rice,409.97,17.12,22.73,7.1,summer,35304.1
Rice,359.53,18.34,24.16,6.51,monsoon,33014.4
Wheat,860.39,5.97,25.6,9.6,post-monsoon,27179.5
Soybeans,289.06,3.26,19.75,9.07,summer,13232.1
Soybeans,826.7,7.79,27.46,1.3,post-monsoon,17818.4
Maize,329.58,8.58,18.66,12.55,summer,24778.8
Wheat,1336.81,1.73,27.29,3.0,monsoon,18158.3
Potatoes,265.06,3.03,15.06,7.03,winter,124363.1
Potatoes,289.31,35.1,16.59,4.64,summer,138688.2
Wheat,1465.46,13.13,19.68,10.34,monsoon,21099.8
Soybeans,667.02,1.72,29.94,10.06,post-monsoon,19581.6
Wheat,253.62,9.92,24.77,10.36,winter,20786.3
Potatoes,1446.35,2.46,22.58,6.42,monsoon,82633.6
Maize,287.11,52.31,18.68,7.82,post-monsoon,28546.8
Soybeans,1555.41,36.94,16.28,8.3,monsoon,10951.3
Soybeans,718.87,11.92,21.58,4.96,post-monsoon,19984.7
Soybeans,763.29,20.01,23.29,4.77,monsoon,23020.4
Maize,1344.57,2.06,40.55,6.34,monsoon,21014.3
Wheat,497.63,14.44,25.64,5.32,post-monsoon,29328.1
Wheat,512.21,8.17,17.64,3.64,post-monsoon,26560.3
Soybeans,497.52,4.06,24.91,6.47,post-monsoon,19453.4
Maize,390.98,12.52,8.35,7.62,summer,18643.5
Maize,475.01,32.85,23.82,7.98,summer,30707.7
Potatoes,363.04,8.59,21.3,10.41,winter,124396.6
Soybeans,1529.68,2.44,27.02,5.2,monsoon,12994.1
Soybeans,285.59,7.12,20.73,5.15,summer,15726.1
Soybeans,243.59,17.36,26.3,8.34,winter,14268.4
Soybeans,336.82,9.32,17.24,4.14,summer,15285.2
Rice,976.98,17.29,33.63,6.24,monsoon,38242.8
Wheat,1992.82,13.87,17.1,7.89,monsoon,17139.7
Potatoes,224.79,52.51,12.64,7.87,winter,126494.0
Rice,556.62,4.81,28.56,11.5,post-monsoon,35245.0
Potatoes,962.41,4.37,18.65,6.31,monsoon,150850.6
Rice,1003.78,4.7,23.56,7.29,monsoon,47250.7
Wheat,1234.75,18.37,20.9,9.35,monsoon,25871.1
Soybeans,458.71,27.35,25.96,3.99,summer,15461.4
Maize,445.99,4.91,29.75,5.97,summer,29797.9
Wheat,650.45,23.65,27.99,9.32,summer,29907.7
Wheat,919.35,6.75,22.74,2.64,monsoon,29031.6
Soybeans,588.72,5.72,20.46,7.85,post-monsoon,21347.8
Wheat,270.35,13.35,15.84,4.66,summer,21957.9
Potatoes,525.14,31.76,19.81,7.14,post-monsoon,180502.5
Rice,515.41,9.19,35.26,8.31,monsoon,35891.3
Maize,605.58,7.94,22.18,10.97,monsoon,37338.3
Wheat,442.36,6.43,20.48,5.86,summer,28970.0
Rice,927.23,5.45,31.43,2.3,monsoon,38092.1
Maize,872.53,20.52,24.63,7.67,post-monsoon,37565.0
Maize,277.99,4.04,25.97,6.79,winter,26827.2
Wheat,631.54,22.93,17.83,8.36,monsoon,33906.7
Potatoes,466.23,2.57,18.51,8.74,summer,140635.4
Wheat,349.07,27.4,23.29,8.22,post-monsoon,27424.9
Soybeans,946.38,36.26,26.47,8.33,monsoon,20503.9
Potatoes,477.97,2.44,13.93,5.07,summer,162235.2
Maize,302.77,10.6,27.17,1.6,summer,24301.5
Maize,735.43,1.02,22.77,5.23,post-monsoon,38150.0
Maize,219.03,10.21,33.1,9.17,winter,21858.3
Maize,807.03,38.63,29.37,6.6,monsoon,36272.2
Wheat,931.9,18.11,20.15,3.63,monsoon,27198.4
Potatoes,354.76,17.67,19.41,5.86,winter,144903.4
Wheat,1185.57,5.87,25.72,11.25,monsoon,22005.6
Maize,286.87,5.79,23.87,7.19,winter,22036.6
Soybeans,250.32,2.72,21.81,2.52,summer,15041.0
Wheat,385.71,1.38,22.65,10.84,winter,25919.3
Rice,301.19,19.73,22.55,9.77,winter,26438.1
Soybeans,1523.97,20.59,19.79,8.58,monsoon,12223.2
Rice,921.98,18.83,22.26,10.26,monsoon,40297.5
Soybeans,969.4,8.62,18.67,4.83,monsoon,19020.2
Rice,278.93,2.01,22.27,5.78,summer,30335.2
Rice,691.72,9.14,27.57,6.58,post-monsoon,39300.8
Wheat,477.26,37.92,20.14,6.19,post-monsoon,28516.3
Wheat,329.92,6.56,21.14,5.74,post-monsoon,30389.6
Wheat,1112.91,16.43,18.24,9.83,monsoon,23393.2
Potatoes,349.91,18.79,22.17,5.87,post-monsoon,143196.8
Potatoes,1853.89,12.93,22.24,7.85,monsoon,99259.4
Potatoes,144.25,45.8,13.42,5.65,post-monsoon,125686.7
Rice,464.1,2.95,24.39,5.38,monsoon,37466.5
Rice,976.9,7.19,27.33,7.52,monsoon,42608.5
Wheat,403.2,16.13,15.83,9.39,winter,22387.7
Rice,411.45,8.47,27.22,6.31,summer,33036.7
Wheat,87.8,11.35,23.96,9.96,winter,22169.0
Soybeans,1417.12,7.93,23.91,6.17,monsoon,15308.1
Soybeans,460.94,108.51,24.44,13.09,monsoon,16075.7
Potatoes,246.58,63.86,17.35,6.94,monsoon,169790.0
Rice,930.52,11.84,29.42,3.69,post-monsoon,40908.3
Wheat,1200.39,9.8,20.51,6.76,monsoon,25655.4
Soybeans,311.29,1.41,20.23,8.26,winter,15684.9
Rice,854.36,7.87,28.41,8.57,monsoon,43728.3
Maize,413.79,43.42,24.0,7.04,summer,37171.2
Potatoes,247.16,21.2,22.33,6.61,summer,145113.1
Rice,283.8,3.55,31.96,7.96,winter,26122.7
Potatoes,374.54,4.35,18.57,3.88,summer,162826.9
Maize,644.58,13.99,26.2,6.24,post-monsoon,33042.0
Wheat,276.22,28.43,21.23,6.64,summer,25193.9
Rice,443.08,6.86,22.77,10.09,post-monsoon,30635.1
Rice,221.12,2.75,34.77,9.31,winter,27083.0
Maize,461.92,51.94,19.47,3.64,summer,29608.1
Rice,933.3,33.7,19.74,7.48,monsoon,42384.1
Rice,380.06,1.02,30.14,4.61,post-monsoon,33219.0
Rice,1395.55,7.14,27.49,3.91,monsoon,41327.9
Soybeans,507.12,9.57,24.59,4.49,summer,17848.9
Potatoes,343.38,2.93,11.44,2.76,summer,118999.0
Potatoes,1129.64,4.06,15.35,4.76,monsoon,134172.1
Soybeans,656.31,42.94,20.53,5.76,post-monsoon,19477.2
Maize,349.03,8.57,18.67,2.06,summer,22117.9
Wheat,1309.89,18.45,22.9,7.05,monsoon,25824.3
Rice,179.38,17.68,28.39,7.38,winter,30086.2
Potatoes,951.12,4.69,19.6,7.99,monsoon,138985.5
Soybeans,415.76,3.11,25.21,8.49,post-monsoon,18319.4
Wheat,142.17,4.15,22.23,6.83,post-monsoon,23866.9
Soybeans,92.77,6.35,24.07,1.43,post-monsoon,13481.6
Rice,178.76,2.99,24.15,9.98,winter,27986.6
Rice,497.86,5.22,27.78,7.83,summer,35852.8
Maize,564.0,9.87,29.04,7.07,post-monsoon,34253.9
Potatoes,446.99,13.35,10.76,8.69,post-monsoon,146957.4
Soybeans,249.51,12.16,25.93,7.2,winter,16113.2
Potatoes,352.84,22.68,12.71,12.07,winter,128964.8
Maize,902.87,5.35,26.04,3.57,monsoon,38957.5
Maize,391.8,4.24,23.8,8.13,summer,31135.4
Soybeans,209.06,16.06,18.27,5.33,winter,13198.0
Maize,1284.73,11.23,23.64,8.58,monsoon,36414.9
Wheat,1156.27,13.47,27.17,8.89,post-monsoon,23431.6
Potatoes,725.5,11.02,16.3,6.88,monsoon,188270.7
Soybeans,1340.72,1.67,27.38,7.06,monsoon,15125.7
Soybeans,854.72,21.03,25.84,5.8,monsoon,23682.5
Maize,338.53,7.25,18.93,6.72,post-monsoon,29042.4
Wheat,337.49,7.39,20.06,5.11,winter,26131.6
Wheat,624.0,25.83,24.65,9.06,post-monsoon,31707.8
Soybeans,223.53,19.91,28.79,8.27,winter,14748.5
Wheat,236.63,16.52,22.24,7.41,winter,27589.3
Potatoes,1650.69,27.4,22.13,5.66,monsoon,112836.5
Potatoes,1146.55,14.8,16.15,8.37,monsoon,147214.4
Soybeans,506.59,58.04,30.16,6.92,summer,19151.3
Maize,359.88,7.47,30.93,3.26,summer,20464.5
Rice,1345.23,11.18,25.22,6.08,monsoon,45060.1
Wheat,583.47,4.21,20.32,7.21,summer,30467.2
Wheat,375.76,2.04,19.79,11.46,post-monsoon,25109.6
Wheat,934.47,7.42,25.23,4.9,monsoon,32904.0
Rice,530.25,16.66,33.62,6.91,monsoon,34059.5
Wheat,1253.08,2.65,29.0,7.54,monsoon,23224.0
Maize,1189.4,6.31,21.51,8.72,monsoon,34713.0
Potatoes,519.93,11.31,18.97,12.64,summer,157053.2
Wheat,286.19,3.54,26.95,8.48,winter,23671.2
Rice,967.88,23.3,31.11,9.99,post-monsoon,38370.5
Wheat,565.92,2.52,20.29,9.49,post-monsoon,29978.8
Soybeans,820.15,15.76,29.23,10.04,monsoon,18386.3
Soybeans,286.34,11.67,31.11,9.5,winter,11968.6
Soybeans,285.76,28.06,9.32,3.72,winter,6654.5
Wheat,659.48,6.18,17.21,8.69,post-monsoon,30422.0
Maize,249.99,19.04,33.96,11.25,winter,20255.4
Wheat,614.22,1.66,12.65,9.05,post-monsoon,21403.8
Maize,300.65,29.13,13.98,2.84,winter,16710.4
Soybeans,472.64,2.6,25.11,9.63,summer,18247.2
Rice,1091.28,34.43,26.02,10.64,monsoon,41202.7
Potatoes,313.04,8.03,8.42,10.78,summer,109559.9
Potatoes,194.3,13.49,12.08,7.02,winter,126077.4
Soybeans,200.42,9.15,20.82,7.34,winter,14471.5
Rice,480.92,14.75,32.14,6.71,summer,31982.0
Wheat,362.75,12.33,18.68,8.87,summer,27545.4
Soybeans,303.26,7.24,22.28,3.06,winter,12776.6
Wheat,220.56,20.37,21.54,11.42,winter,16994.2
Rice,1472.57,3.03,20.11,6.27,monsoon,39574.5
Potatoes,452.99,10.87,13.58,6.26,summer,173329.7
Wheat,307.63,3.02,23.66,8.0,post-monsoon,21937.4
Maize,1008.93,6.31,18.92,3.63,monsoon,37718.3
Wheat,264.97,88.16,22.67,2.76,winter,22721.9
Rice,637.94,1.31,29.2,6.69,monsoon,42680.6
Soybeans,1614.14,5.13,20.12,8.62,monsoon,14393.3
Wheat,600.16,25.91,23.28,5.43,summer,27825.4
Maize,394.52,32.27,24.4,4.69,winter,27045.8
Maize,1273.15,17.89,18.8,9.39,monsoon,30901.5
Rice,1384.75,1.86,26.53,11.86,monsoon,42690.8
Maize,342.62,27.7,18.32,5.61,post-monsoon,23679.0
Soybeans,214.21,46.78,25.1,5.74,winter,17951.3
Wheat,381.97,1.93,20.76,7.68,winter,23646.4
Wheat,563.7,3.56,20.64,6.19,post-monsoon,31806.7
Soybeans,384.69,3.15,26.19,5.39,winter,17163.9
Maize,1381.73,3.77,22.43,4.1,monsoon,32445.8
Maize,1130.56,49.37,35.56,9.01,monsoon,26609.6
Soybeans,703.41,5.37,15.82,6.71,post-monsoon,17892.7
Potatoes,236.73,8.33,21.92,5.57,winter,123780.8
Maize,873.17,14.91,20.6,8.38,monsoon,35176.5
Soybeans,219.56,4.87,17.34,3.6,monsoon,12065.9
Rice,345.96,26.15,30.9,5.42,summer,30493.0
Maize,276.15,8.9,30.93,5.88,winter,22566.0
Maize,269.02,24.86,16.98,5.69,winter,26464.0
Potatoes,697.19,12.91,17.86,10.48,post-monsoon,146965.9
Wheat,386.52,5.11,18.73,4.77,post-monsoon,27063.2
Wheat,450.15,12.5,31.42,5.81,summer,24380.1
Wheat,601.45,22.66,17.38,1.3,post-monsoon,24031.2
Maize,578.34,13.48,22.4,4.77,post-monsoon,34441.9
Potatoes,727.29,5.93,10.62,6.12,post-monsoon,170364.4
Soybeans,245.14,1.95,25.82,5.09,winter,12018.4
Potatoes,37.38,17.62,19.29,7.66,winter,112389.4
Soybeans,1089.59,14.91,8.32,5.89,monsoon,15423.8
Soybeans,341.22,3.27,22.72,7.47,winter,16348.7
Soybeans,0.0,6.99,23.24,1.0,monsoon,12150.2
Maize,669.48,7.4,26.43,4.88,summer,37765.4
Soybeans,310.01,9.17,22.65,11.21,summer,17562.8
Soybeans,295.04,14.51,18.68,2.35,post-monsoon,12779.5
Maize,154.44,18.22,17.63,4.89,winter,19978.9
Rice,956.7,11.67,28.83,5.9,monsoon,46882.3
Maize,430.22,3.71,29.06,12.57,summer,23326.0
Maize,433.84,8.18,18.39,8.89,summer,27957.6
Soybeans,267.16,20.82,42.89,7.37,summer,8803.6
Maize,455.24,1.89,23.38,8.1,summer,31251.1
Wheat,1227.78,10.01,14.27,9.55,monsoon,19119.4
Potatoes,479.32,2.61,26.97,9.01,post-monsoon,127620.7
Rice,368.46,27.96,19.93,6.99,winter,27629.0
Potatoes,933.43,24.11,12.45,3.07,post-monsoon,126693.6
Soybeans,1115.34,27.33,17.79,4.26,monsoon,16008.7
Maize,1663.42,1.54,26.83,8.08,monsoon,29723.4
Rice,277.54,20.08,19.12,2.62,summer,24284.7
Maize,538.14,10.47,29.56,4.92,summer,33898.3
Soybeans,1672.6,7.83,28.37,6.43,monsoon,11363.5
Wheat,1008.82,1.78,20.93,6.72,monsoon,25482.3
Wheat,1399.93,10.05,26.48,7.93,monsoon,18097.2
Wheat,291.52,1.18,29.76,6.55,winter,21120.1
Soybeans,174.37,5.57,28.61,8.76,winter,13553.1
Wheat,1269.35,3.56,18.74,2.9,monsoon,19455.8
Maize,663.95,23.18,22.11,5.25,post-monsoon,33703.7
Rice,688.5,6.26,25.4,6.3,post-monsoon,41103.9
Rice,1034.08,4.65,27.46,8.37,monsoon,46516.1
Potatoes,323.52,2.33,14.93,7.74,winter,150450.6
Rice,632.95,4.93,22.75,10.43,post-monsoon,28212.2
Soybeans,2.77,12.11,17.02,8.56,post-monsoon,11131.1
Potatoes,287.89,9.86,19.57,7.16,winter,113641.2
Rice,1337.17,12.73,28.45,4.77,monsoon,47986.1
Soybeans,336.59,18.29,21.2,9.69,winter,15623.4
Maize,574.49,23.74,20.7,6.79,post-monsoon,34792.5
Soybeans,314.49,4.24,22.51,10.47,winter,14738.5
Soybeans,917.0,28.76,26.17,6.96,post-monsoon,18489.4
Wheat,1107.8,3.87,24.06,8.72,monsoon,28016.5
Maize,386.09,17.98,25.43,10.39,winter,31061.5
Wheat,155.48,4.99,30.09,7.47,winter,18184.6
Rice,292.73,14.41,21.26,4.11,summer,24555.7
Maize,380.07,2.43,23.29,7.51,post-monsoon,30027.0
Rice,304.75,4.23,26.09,7.82,summer,36260.7
